"OTUs";"taxa";"Aldex.kw.0.05";"Aldex.kw.0.01";"Aldex.kw.0.001";"Log_ratio.max";"glmnet_sign.CAU";"glmnet_sign.CYM";"simper.props";"CAU_T0_1";"CAU_T0_2";"CAU_T0_3";"CAU_T1_1";"CAU_T1_2";"CAU_T1_3";"CAU_T2C_1";"CAU_T2C_2";"CAU_T2C_3";"CAU_T2HW_1";"CAU_T2HW_2";"CAU_T2HW_3";"CYM_T0_1";"CYM_T0_2";"CYM_T0_3";"CYM_T1_1";"CYM_T1_2";"CYM_T1_3";"CYM_T2C_1";"CYM_T2C_2";"CYM_T2C_3";"CYM_T2HW_1";"CYM_T2HW_2";"CYM_T2HW_3"
"OTU484";"d__Bacteria.p__Elusimicrobiota.c__Lineage_IIb.o__Lineage_IIb.f__Lineage_IIb.g__Lineage_IIb.__";1;1;0;0;0;0;0;0,0000616294835449279;0,000066428998472133;0,000266179937637843;0,000255142720459257;0,000261506276150628;0,0000681013347861618;0,0000981868167833999;0,000392523928862586;0,000112917795844625;0,000175673949150377;0,000137218131089055;0,000157744257123139;0,0000876239879429393;0,000103401923275773;0,0000354095109946532;0,000164922383403311;0,000146714810860156;0,000157596770478488;0,0000987188487188487;0,000247139870869417;0,000164736164736165;0,0000907471896729698;0,000190355329949239;0,000166811236404884
"OTU485";"d__Bacteria.p__Cyanobacteria.c__Cyanobacteriia.o__Cyanobacteriales.f__Xenococcaceae.g__Xenococcus_PCC.7305.s__uncultured_bacterium";0;0;0;0;0;0;0;0,00030814741772464;0,000044285998981422;0,000228154232261008;0,0000956785201722213;0,0000653765690376569;0,0000340506673930809;0,0001309157557112;0,00012077659349618;0;0,000111792513095694;0,0000228696885148424;0,000216898353544316;0,000157723178297291;0,000155102884913659;0,000247866576962572;0,000309229468881208;0,000260826330418056;0,000206088084471869;0,000131625131625132;0,00021624738701074;0,000267696267696268;0,000136120784509455;0,000243231810490694;0,000189052734592202
"OTU486";"d__Bacteria.p__Planctomycetota.c__Pla4_lineage.o__Pla4_lineage.f__Pla4_lineage.g__Pla4_lineage.__";1;1;0;0;0;0;0;0,00030814741772464;0,000376430991342087;0,0000380257053768347;0,000318928400574071;0,000490324267782427;0,000510760010896214;0,0002945604503502;0,000573688819106857;0,000489310448660042;0,000271496103232401;0,000320175639207794;0,000256334417825101;0,000122673583120115;0,000180953365732603;0,000212457065967919;0,000116820021577345;0,000154865633685721;0,000133351113481798;0,000197437697437697;0,000205949892391181;0,000113256113256113;0,000113433987091212;0,0000951776649746193;0,000200173483685861
"OTU487";"d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__HOC36.f__HOC36.g__HOC36.s__uncultured_bacterium";1;1;0;0;0;0;0;0,000123258967089856;0,000066428998472133;0,0000760514107536695;0;0,0000980648535564854;0,0000681013347861618;0,0002291025724946;0,000241553186992361;0,0000752785305630834;0,000111792513095694;0,000205827196633582;0,000177462289263532;0,0000175247975885879;0,0000258504808189432;0,0000531142664919797;0,000109948255602207;0,0000733574054300782;0,0000848597994884166;0,0000219375219375219;0,0000823799569564725;0,000144144144144144;0,00018149437934594;0,000211505922165821;0,000255777229154156
"OTU488";"d__Bacteria.p__Verrucomicrobiota.c__Lentisphaeria.o__Victivallales.f__Arctic95B.14.g__Arctic95B.14.__";0;0;0;0;0;0;0;0,0000616294835449279;0;0;0,0000637856801148142;0;0;0,0000327289389278;0,0000603882967480902;0;0;0,0000228696885148424;0,0000197180321403924;0;0;0;0;0;0,0000484913139933809;0;0;0;0;0;0,000011120749093659
"OTU489";"d__Bacteria.p__Chloroflexi.c__Dehalococcoidia.o__661239.f__661239.g__661239.s__Chloroflexi_bacterium";1;1;1;0;0;0;0;0,000616294835449279;0,000132857996944266;0,00064643699140619;0,000350821240631478;0,000261506276150628;0,000442658676110052;0,0002618315114224;0,000573688819106857;0,000564588979223126;0,00051105148843746;0,000205827196633582;0,000552104899930987;0,0000175247975885879;0,000206803846551546;0,0000354095109946532;0,000377947128632587;0,0000163016456511285;0,000218210912970214;0,000164531414531415;0,000123569935434709;0,000102960102960103;0,000204181176764182;0,000317258883248731;0,000378105469184404
"OTU490";"d__Bacteria.p__Bdellovibrionota.c__Bdellovibrionia.o__Bacteriovoracales.f__Bacteriovoracaceae.g__Peredibacter.__";1;1;0;0;0;0;0;0,00015407370886232;0,000531431987777064;0,000114077116130504;0,000414606920746292;0,000555700836820084;0,000476709343503133;0,0002291025724946;0,000332135632114496;0,00022583559168925;0,000175673949150377;0,000228696885148424;0,000276052449965493;0,000473169534891872;0,000206803846551546;0,000424914131935838;0,000439793022408829;0,000374937849975955;0,000363684854950357;0,000361969111969112;0,000288329849347654;0,000308880308880309;0,0000567169935456061;0,000211505922165821;0,0000778452436556126
"OTU491";"d__Archaea.p__Nanoarchaeota.c__Nanoarchaeia.o__Woesearchaeales.f__SCGC_AAA011.D5.g__SCGC_AAA011.D5.s__uncultured_archaeon";1;1;0;0;0;0;0;0,000493035868359423;0,000376430991342087;0,000266179937637843;0,000542178280975921;0,000228817991631799;0,000987469354399346;0,0002618315114224;0,000936018599595398;0,000526949713941584;0,000367318257314424;0,000251566573663267;0,000453514739229025;0,000315446356594581;0,0000517009616378865;0,000177047554973266;0,000164922383403311;0,000171167279336849;0,000618264253415607;0,000252281502281502;0,000463387257880158;0,00033976833976834;0,000544483138037819;0,000560490693739425;0,000522675207401971
"OTU492";"d__Bacteria.p__Myxococcota.c__Polyangia.o__MidBa8.f__MidBa8.g__MidBa8.s__uncultured_bacterium";1;1;0;0;0;0;0;0,000184888450634784;0,000066428998472133;0,000114077116130504;0,000255142720459257;0,0000653765690376569;0,000238354671751566;0,0001309157557112;0,000603882967480902;0,000376392652815417;0,000207614667177718;0,000137218131089055;0,000138026224982747;0,0000350495951771757;0,0000775514424568297;0,0000531142664919797;0,0000824611917016554;0,0000244524684766927;0,000206088084471869;0,000120656370656371;0,0000720824623369134;0,0000308880308880309;0,000226867974182425;0,000126903553299492;0,000166811236404884
"OTU493";"d__Bacteria.p__Patescibacteria.c__Gracilibacteria.o__Gracilibacteria.f__Gracilibacteria.g__Gracilibacteria.__";1;1;1;0;0;0;0;0,000493035868359423;0,000398573990832798;0,000532359875275686;0,000510285440918514;0,00101333682008368;0,000817216017433942;0,0002291025724946;0,00123796008333585;0,000978620897320084;0,00107001405391593;0,000526002835841376;0,000354924578527063;0,000192772773474466;0,000129252404094716;0,000177047554973266;0,000213024745229276;0,000374937849975955;0,00027882505546194;0,000702000702000702;0,000525172225597512;0,00033976833976834;0,000226867974182425;0,000359560067681895;0,000366984720090745
"OTU494";"d__Bacteria.p__Patescibacteria.c__Gracilibacteria.o__Candidatus_Peribacteria.f__Candidatus_Peribacteria.g__Candidatus_Peribacteria.s__uncultured_bacterium";1;1;0;0;0;0;0;0,00117096018735363;0,000996434977081995;0,00117879686668188;0,00124382076223888;0,00153634937238494;0,00177063470444021;0,000785494534267199;0,000875630302847308;0,00131737428485396;0,00252331672415996;0,000777569409504643;0,000236616385684709;0,00103396305772668;0,0011374211560335;0,000885237774866329;0,000893329576767934;0,000953646270591016;0,00130926547782129;0,00111881361881362;0,00141075676287959;0,000741312741312741;0,000930158694147941;0,000867174280879865;0,000722848691087832
"OTU495";"d__Archaea.p__Micrarchaeota.c__Micrarchaeia.o__Micrarchaeales.f__Micrarchaeales.g__Micrarchaeales.s__uncultured_euryarchaeote";1;0;0;0;0;0;0;0,0000616294835449279;0,000022142999490711;0;0,0000956785201722213;0;0,0000340506673930809;0,0000327289389278;0,0000905824451221353;0,0000752785305630834;0,0000638814360546825;0,0000457393770296849;0,0000394360642807848;0;0;0,0000177047554973266;0,0000137435319502759;0;0,0000121228284983452;0;0;0,0000102960102960103;0,0000453735948364849;0,0000317258883248731;0,0000778452436556126
"OTU496";"d__Bacteria.p__Chloroflexi.c__Dehalococcoidia.o__GIF3.f__GIF3.g__GIF3.s__uncultured_bacterium";1;1;0;0;0;0;0;0,000123258967089856;0,000044285998981422;0,000304205643014678;0,000191357040344443;0,0000326882845188284;0,000272405339144647;0,0001309157557112;0,000422718077236632;0,000564588979223126;0,000271496103232401;0,0000686090655445273;0,000295770482105886;0,0000175247975885879;0,0000517009616378865;0,0000177047554973266;0,000199281213279001;0,000032603291302257;0,0000242456569966905;0,000131625131625132;0,0000411899784782362;0,0000411840411840412;0,0000453735948364849;0,0000951776649746193;0,000166811236404884
"OTU497";"d__Bacteria.p__Chloroflexi.c__Dehalococcoidia.o__Dehalococcoidia.f__Dehalococcoidia.g__Dehalococcoidia.s__uncultured_bacterium";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00012077659349618;0;0;0;0,0000197180321403924;0;0;0;0,0000481023618259657;0,00000815082282556424;0,0000121228284983452;0,0000329062829062829;0,0000205949892391181;0,0000308880308880309;0,0000226867974182425;0;0,000100086741842931
"OTU498";"d__Bacteria.p__Desulfobacterota.c__Desulfobacteria.o__Desulfatiglandales.f__Desulfatiglandaceae.g__Desulfatiglans.s__uncultured_organism";1;1;1;1;0;1;0;0,000647109577221743;0,000177143995925688;0,000380257053768347;0,000382714080688885;0,000326882845188285;0,000681013347861618;0,0002945604503502;0,000634077115854947;0,000263474856970792;0,000399258975341766;0,000411654393267164;0,00041407867494824;0,0000175247975885879;0,0000517009616378865;0,0000531142664919797;0,0000274870639005518;0,00000815082282556424;0,0000969826279867619;0,0000219375219375219;0,0000308924838586772;0,0000308880308880309;0,0000794037909638486;0,0000528764805414552;0,0000333622472809768
"OTU499";"d__Bacteria.p__Verrucomicrobiota.c__Kiritimatiellae.o__WCHB1.41.f__WCHB1.41.g__WCHB1.41.s__uncultured_organism";1;1;0;0;0;0;0;0,000215703192407248;0,000487145988795642;0,000228154232261008;0,000191357040344443;0,000130753138075314;0,000238354671751566;0,0001309157557112;0,00012077659349618;0,000188196326407709;0,000223585026191389;0,000274436262178109;0,000118308192842354;0,0000525743927657636;0,000129252404094716;0,0000708190219893063;0,000109948255602207;0,0000652065826045139;0,000218210912970214;0,0000987188487188487;0,00011327244081515;0,0000823680823680824;0,00018149437934594;0,000148054145516074;0,000122328240030248
"OTU500";"d__Bacteria.p__Planctomycetota.c__Planctomycetes.o__Pirellulales.f__Pirellulaceae.g__Pir4_lineage.s__uncultured_bacterium";1;1;0;0;0;0;0;0,00015407370886232;0,000066428998472133;0,000152102821507339;0,000159464200287036;0,000196129707112971;0,000442658676110052;0,0000327289389278;0,000271747335366406;0,000188196326407709;0,000367318257314424;0,000114348442574212;0,000197180321403924;0,0000350495951771757;0,000258504808189432;0,000230161821465246;0,000178665915353587;0,000179318102162413;0,000290947883960286;0,000175500175500175;0,000164759913912945;0,0000823680823680824;0,000238211372891546;0,000370135363790186;0,000278018727341474
"OTU501";"d__Bacteria.p__Latescibacterota.c__Latescibacterota.o__Latescibacterota.f__Latescibacterota.g__Latescibacterota.s__uncultured_Bacteroidetes";1;1;0;0;0;0;0;0,000523850610131887;0,000575717986758486;0,000532359875275686;0,000287035560516664;0,000490324267782427;0,000272405339144647;0,000523663022844799;0,000181164890244271;0,000301114122252334;0,000351347898300754;0,000182957508118739;0,000650695060632949;0,000157723178297291;0,000232654327370489;0,000424914131935838;0,000240511809129828;0,000554255952138368;0,000387930511947048;0,000493594243594244;0,000381007300923685;0,00033976833976834;0,000272241569018909;0,00050761421319797;0,000255777229154156
"OTU502";"d__Bacteria.p__Actinobacteriota.c__Acidimicrobiia.o__Microtrichales.f__Microtrichaceae.g__uncultured.__";0;0;0;1;0;0;0;0,0000924442253173918;0;0,0000760514107536695;0,0000637856801148142;0;0,000102152002179243;0,0002945604503502;0,000150970741870226;0;0,000239555385205059;0,0000686090655445273;0,0000985901607019619;0,00073604149872069;0,000568710578016751;0,000761304486385043;0,00101014959834528;0,000652065826045139;0,00104256325085769;0,000625219375219375;0,000792907085706048;0,00122522522522523;0,00348242340370022;0,00166032148900169;0,00118992015302151
"OTU503";"d__Bacteria.p__Fibrobacterota.c__Chitinivibrionia.o__Chitinivibrionales.f__Chitinivibrionaceae.g__possible_genus_03.s__uncultured_bacterium";0;0;0;0;0;0;0;0,000030814741772464;0,000088571997962844;0;0,000191357040344443;0,0000326882845188284;0;0,0000327289389278;0,0000603882967480902;0,0000752785305630834;0,0000479110770410119;0,0000228696885148424;0,0000394360642807848;0;0,000103401923275773;0,000159342799475939;0,0000824611917016554;0,0000652065826045139;0,000133351113481798;0,0000877500877500877;0,0000617849677173544;0,0000102960102960103;0,0000340301961273637;0,0000634517766497462;0,000100086741842931
"OTU504";"d__Archaea.p__Thermoplasmatota.c__Thermoplasmata.o__Marine_Benthic_Group_D_and_DHVEG.1.f__Marine_Benthic_Group_D_and_DHVEG.1.g__Marine_Benthic_Group_D_and_DHVEG.1.s__uncultured_Thermoplasmata";0;0;0;0;0;0;0;0;0,000022142999490711;0;0;0,0000980648535564854;0;0;0,00012077659349618;0,0000376392652815417;0,0000159703590136706;0,0000228696885148424;0;0;0,0000258504808189432;0;0,0000274870639005518;0;0,0000242456569966905;0,0000329062829062829;0,0000411899784782362;0;0;0,0000317258883248731;0,0000333622472809768
"OTU505";"d__Archaea.p__Nanoarchaeota.c__Nanoarchaeia.o__Woesearchaeales.f__SCGC_AAA286.E23.g__SCGC_AAA286.E23.s__uncultured_euryarchaeote";1;0;0;0;0;0;0;0,0000924442253173918;0,000022142999490711;0;0,0000637856801148142;0,000196129707112971;0,0000340506673930809;0,0000327289389278;0,000513300522358767;0,0000376392652815417;0;0,0000686090655445273;0,0000197180321403924;0,0000350495951771757;0;0,0000354095109946532;0,0000137435319502759;0,0000163016456511285;0,0000121228284983452;0,000010968760968761;0,0000102974946195591;0;0;0;0,0000222414981873179
"OTU506";"d__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridia.f__Hungateiclostridiaceae.g__UCG.012.s__uncultured_bacterium";0;0;0;0;0;0;0;0,0000616294835449279;0;0;0;0;0;0;0,0000905824451221353;0;0;0,0000457393770296849;0;0;0;0;0;0;0;0;0;0;0,0000113433987091212;0;0
"OTU507";"d__Archaea.p__Iainarchaeota.c__Iainarchaeia.o__Iainarchaeales.f__Iainarchaeales.g__Iainarchaeales.s__uncultured_euryarchaeote";1;0;0;0;0;0;0;0,000030814741772464;0,000022142999490711;0;0,0000956785201722213;0,000130753138075314;0,0000340506673930809;0,0000327289389278;0,0000905824451221353;0;0,0000159703590136706;0,0000914787540593697;0,0000591540964211772;0;0;0;0,0000412305958508277;0,00000815082282556424;0,0000242456569966905;0,000010968760968761;0,0000205949892391181;0,0000102960102960103;0,0000340301961273637;0,0000211505922165821;0,0000333622472809768
"OTU508";"d__Bacteria.p__Verrucomicrobiota.c__Verrucomicrobiae.o__Verrucomicrobiales.f__DEV007.g__DEV007.s__uncultured_organism";1;1;0;0;0;0;0;0,000246517934179712;0,000531431987777064;0,000494334169898852;0,0000637856801148142;0,000392259414225941;0,000578861345682375;0,000327289389278;0,000392523928862586;0,000338753387533875;0,000606873642519484;0,000343045327722636;0,000177462289263532;0,0000350495951771757;0,000103401923275773;0,000212457065967919;0,000151178851453035;0,000114111519557899;0,000157596770478488;0,000175500175500175;0,00021624738701074;0,0000823680823680824;0,000170150980636818;0,000296108291032149;0,000233535730966838
"OTU509";"d__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodospirillales.f__Rhodospirillaceae.g__Candidatus_Riegeria.s__uncultured_bacterium";0;0;0;0;0;0;0;0,000277332675952176;0,000265715993888532;0,000608411286029356;0,0000956785201722213;0,000196129707112971;0;0,0000654578778555999;0,0000603882967480902;0,0000376392652815417;0;0,0000228696885148424;0,0000197180321403924;0,0000876239879429393;0,0000258504808189432;0,0000885237774866329;0;0,000163016456511285;0,00025457939846525;0,0000658125658125658;0,0000102974946195591;0,0000102960102960103;0;0;0
"OTU510";"d__Bacteria.p__Firmicutes.c__Clostridia.o__Peptococcales.f__Peptococcaceae.g__uncultured.s__uncultured_soil";1;1;1;0;0;0;0;0,000277332675952176;0,000066428998472133;0,0000760514107536695;0,000510285440918514;0,0000653765690376569;0,000136202669572324;0,0000981868167833999;0,0000905824451221353;0,0000752785305630834;0,000367318257314424;0,0000914787540593697;0,000276052449965493;0;0,0000258504808189432;0,0000177047554973266;0,0000206152979254139;0,000032603291302257;0,0000363684854950357;0,0000329062829062829;0,0000411899784782362;0,0000514800514800515;0,0000113433987091212;0,0000740270727580372;0
"OTU511";"d__Bacteria.p__LCP.89.c__LCP.89.o__LCP.89.f__LCP.89.g__LCP.89.__";1;1;1;0;0;0;0;0,000338962159497103;0,000265715993888532;0,000266179937637843;0,000542178280975921;0,000228817991631799;0,000408608008716971;0,0002291025724946;0,000301941483740451;0,000790424570912376;0,000686725437587837;0,000320175639207794;0,000374642610667455;0,0000525743927657636;0,0000775514424568297;0,0000177047554973266;0,0000962047236519313;0,0000244524684766927;0,0000969826279867619;0,0000658125658125658;0,0000514874730977953;0,0000514800514800515;0,000136120784509455;0,000126903553299492;0,000166811236404884
"OTU512";"d__Bacteria.p__Verrucomicrobiota.c__Lentisphaeria.o__P.palmC41.f__P.palmC41.g__P.palmC41.s__uncultured_bacterium";0;0;0;0;0;0;0;0,000030814741772464;0,000022142999490711;0,0000380257053768347;0,0000318928400574071;0;0;0,0000327289389278;0,0000603882967480902;0,0000376392652815417;0,0000638814360546825;0,0000228696885148424;0,0000394360642807848;0;0,000206803846551546;0,0000708190219893063;0,0000824611917016554;0,000032603291302257;0;0;0,0000205949892391181;0,0000102960102960103;0;0,000010575296108291;0,0000222414981873179
"OTU513";"d__Bacteria.p__WS2.c__WS2.o__WS2.f__WS2.g__WS2.s__uncultured_bacterium";1;1;1;0;0;0;0;0,000616294835449279;0,000287858993379243;0,000456308464522017;0,000287035560516664;0,000130753138075314;0,000476709343503133;0,0001309157557112;0,000422718077236632;0,000376392652815417;0,000558962565478472;0,000160087819603897;0,000354924578527063;0,0000350495951771757;0;0,0000885237774866329;0,0000618458937762415;0,000032603291302257;0,0000969826279867619;0,000142593892593893;0,000102974946195591;0,0000617760617760618;0,000147464183218576;0,000158629441624365;0,000166811236404884
"OTU514";"d__Bacteria.p__Chloroflexi.c__Anaerolineae.o__1.20.f__1.20.g__1.20.s__metagenome";1;1;0;0;0;0;0;0,0000924442253173918;0,000088571997962844;0,0000380257053768347;0,0000318928400574071;0,0000326882845188284;0,000102152002179243;0,000163644694639;0,0000603882967480902;0,0000376392652815417;0,0000798517950683531;0,000160087819603897;0,0000394360642807848;0;0,0000258504808189432;0,0000354095109946532;0,00000687176597513795;0,00000815082282556424;0,0000121228284983452;0;0,0000102974946195591;0;0,0000113433987091212;0,000010575296108291;0,000011120749093659
"OTU515";"d__Bacteria.p__Chloroflexi.c__Anaerolineae.o__1.20.f__1.20.g__1.20.__";1;1;0;0;0;0;0;0,0000924442253173918;0,000265715993888532;0,000228154232261008;0,000127571360229628;0,000163441422594142;0,000102152002179243;0,0000654578778555999;0,0000905824451221353;0,0000752785305630834;0,0000479110770410119;0,000228696885148424;0,000157744257123139;0,0000525743927657636;0,0000517009616378865;0,0000177047554973266;0,0000412305958508277;0,0000163016456511285;0,0000606141424917262;0,0000767813267813268;0,0000102974946195591;0,0000617760617760618;0,000124777385800334;0,0000740270727580372;0,0000556037454682947
"OTU516";"d__Bacteria.p__Bdellovibrionota.c__Bdellovibrionia.o__Bdellovibrionales.f__Bdellovibrionaceae.g__Bdellovibrio.__";1;1;0;0;0;0;0;0,000369776901269567;0,000243572994397821;0,000494334169898852;0,000318928400574071;0,000457635983263598;0,000102152002179243;0,000752765595339399;0,000513300522358767;0,000150557061126167;0,000574932924492143;0,000182957508118739;0,000335206546386671;0,000560793522834811;0,000387757212284149;0,000513437909422471;0,000426049490458553;0,000652065826045139;0,000266702226963595;0,000471656721656722;0,000638444666412662;0,00071042471042471;0,000147464183218576;0,000264382402707276;0,000344743221903427
"OTU517";"d__Bacteria.p__Actinobacteriota.c__Actinobacteria.o__Propionibacteriales.f__Propionibacteriaceae.g__uncultured.s__Gram.positive_bacterium";1;0;0;0;0;0;0;0,000215703192407248;0,000022142999490711;0,000228154232261008;0,0000956785201722213;0,000130753138075314;0,000102152002179243;0,0000981868167833999;0,000241553186992361;0,000263474856970792;0,000175673949150377;0,0000457393770296849;0,0000985901607019619;0,0000700991903543514;0,0000517009616378865;0,000141638043978613;0,0000893329576767934;0,0000570557597789497;0,000327316369455321;0,000120656370656371;0,000123569935434709;0,000133848133848134;0,000204181176764182;0,000158629441624365;0,00021129423277952
"OTU518";"d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Chromatiales.f__Chromatiaceae.g__Lamprocystis.__";1;1;0;0;0;0;0;0,0000616294835449279;0,000044285998981422;0,000152102821507339;0,0000956785201722213;0,000196129707112971;0,000204304004358485;0,0000654578778555999;0,000241553186992361;0,000150557061126167;0,000143733231123036;0,000160087819603897;0,000157744257123139;0,000105148785531527;0,000129252404094716;0,000194752310470592;0,0000687176597513795;0,0000978098739067709;0,000109105456485107;0,0000658125658125658;0,0000926774515760316;0,000154440154440154;0,000124777385800334;0,000126903553299492;0,000189052734592202
"OTU519";"d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Flavobacteriales.__.__.__";0;0;0;0;0;0;0;0,00015407370886232;0;0,0000760514107536695;0,0000637856801148142;0,0000326882845188284;0,0000340506673930809;0,0001309157557112;0,000211359038618316;0,000112917795844625;0,000127762872109365;0,000228696885148424;0,000138026224982747;0,000350495951771757;0,000310205769827319;0,000159342799475939;0,000158050617428173;0,000228223039115799;0,000145473941980143;0,000219375219375219;0,00021624738701074;0,000319176319176319;0,0000680603922547274;0,0000951776649746193;0,0000667244945619537
"OTU520";"d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Arenicellales.f__Arenicellaceae.g__Candidatus_Thiosymbion.__";0;0;0;0;0;0;0;0,000184888450634784;0,000066428998472133;0,0000380257053768347;0,0000637856801148142;0,000294194560669456;0,0000681013347861618;0,000163644694639;0,000181164890244271;0,0000376392652815417;0,000159703590136706;0,000160087819603897;0,000138026224982747;0,000140198380708703;0,000336056250646262;0,000212457065967919;0,000151178851453035;0,000260826330418056;0,000266702226963595;0,000153562653562654;0,000175057408532504;0,000205920205920206;0,000408362353528364;0,00020093062605753;0,000300260225528792
"OTU521";"d__Archaea.p__Thermoplasmatota.c__Thermoplasmata.o__uncultured.f__uncultured.g__uncultured.__";1;1;0;0;0;0;0;0,000400591643042031;0,000265715993888532;0,000570385580652521;0,0004464997608037;0,000294194560669456;0,000544810678289294;0,0000654578778555999;0,000301941483740451;0,000715146040349292;0,00025552574421873;0,000251566573663267;0,000335206546386671;0,000140198380708703;0,000103401923275773;0,000123933288481286;0,000405434192533139;0,000179318102162413;0,00053340445392719;0,000241312741312741;0,000257437365488977;0,000267696267696268;0,000544483138037819;0,000623942470389171;0,000611641200151242
"OTU522";"d__Bacteria.p__Patescibacteria.c__Gracilibacteria.o__Absconditabacteriales_.SR1..f__Absconditabacteriales_.SR1..g__Absconditabacteriales_.SR1..__";0;0;0;0;0;0;0;0,000123258967089856;0,000155000996434977;0,000380257053768347;0,000159464200287036;0,000163441422594142;0,0000340506673930809;0,0000654578778555999;0,0000905824451221353;0,0000376392652815417;0,000271496103232401;0,0000228696885148424;0,000138026224982747;0,000665942308366338;0,000336056250646262;0,000159342799475939;0,00023364004315469;0,000350485381499262;0,000242456569966905;0,000351000351000351;0,000288329849347654;0,000216216216216216;0,0000226867974182425;0,0000846023688663283;0,0000444829963746358
"OTU523";"d__Bacteria.p__Latescibacterota.c__Latescibacteria.o__Latescibacterales.f__Latescibacteraceae.g__Candidatus_Latescibacter.s__uncultured_bacterium";1;1;1;0;0;0;0;0,000246517934179712;0,000310001992869954;0,000304205643014678;0,000159464200287036;0,0000653765690376569;0,000646962680468537;0,0001309157557112;0,000392523928862586;0,000526949713941584;0,000383288616328095;0,000228696885148424;0,000177462289263532;0,0000350495951771757;0,0000517009616378865;0,0000177047554973266;0,0000962047236519313;0,0000407541141278212;0,0000727369709900714;0,0000219375219375219;0,0000514874730977953;0,0000720720720720721;0,0000340301961273637;0,0000423011844331641;0,000111207490936589
"OTU524";"d__Bacteria.p__Desulfobacterota.c__Desulfuromonadia.o__Desulfuromonadia.f__Geopsychrobacteraceae.g__Malonomonas.__";1;0;0;0;0;0;0;0,000770368544311599;0,000110714997453555;0,000532359875275686;0,000350821240631478;0,000294194560669456;0,000306456006537728;0,0003927472671336;0,000513300522358767;0,000564588979223126;0,000271496103232401;0,0000686090655445273;0,000650695060632949;0,000613367915600575;0,00080136490538724;0,00061966644240643;0,000426049490458553;0,0034885521693415;0,000242456569966905;0,0014040014040014;0,000741419612608252;0,000792792792792793;0,0000340301961273637;0,000232656514382403;0,000189052734592202
"OTU525";"d__Bacteria.p__Planctomycetota.c__BD7.11.o__BD7.11.f__BD7.11.g__BD7.11.s__uncultured_Planctomycetia";0;0;0;0;0;0;0;0;0,000022142999490711;0;0,0000318928400574071;0,0000653765690376569;0;0,0000327289389278;0,0000603882967480902;0;0;0,0000228696885148424;0;0,0000175247975885879;0,0000258504808189432;0,0000354095109946532;0,0000206152979254139;0,0000244524684766927;0;0,0000329062829062829;0,0000308924838586772;0,0000308880308880309;0;0,0000211505922165821;0
"OTU526";"d__Bacteria.p__Bdellovibrionota.c__Oligoflexia.o__0319.6G20.f__0319.6G20.g__0319.6G20.s__uncultured_sediment";1;1;1;0;0;0;0;0,000215703192407248;0,000132857996944266;0,000152102821507339;0,000255142720459257;0,000228817991631799;0,000204304004358485;0,0000981868167833999;0,000362329780488541;0,000150557061126167;0,000239555385205059;0,000205827196633582;0,000157744257123139;0,0000350495951771757;0,0000517009616378865;0,0000177047554973266;0,0000343588298756898;0,0000244524684766927;0,000109105456485107;0,0000548438048438048;0,0000411899784782362;0,0000205920205920206;0,0000113433987091212;0,000010575296108291;0,0000444829963746358
"OTU527";"d__Bacteria.p__Desulfobacterota.c__Desulfobacteria.o__Desulfobacterales.f__Desulfobacteraceae.g__Desulfotignum.s__uncultured_bacterium";1;1;1;1;0;1;0;0,000184888450634784;0,000287858993379243;0,000152102821507339;0,00022324988040185;0,000130753138075314;0,000442658676110052;0,000163644694639;0,000301941483740451;0,000301114122252334;0,000143733231123036;0,000114348442574212;0,000216898353544316;0;0;0;0;0,00000815082282556424;0;0;0;0;0;0;0
"OTU528";"d__Bacteria.p__Desulfobacterota.c__Desulfobacteria.o__Desulfobacterales.f__Desulfobacteraceae.g__uncultured.s__uncultured_bacterium";1;1;1;0;0;0;0;0,000431406384814495;0,000310001992869954;0,000266179937637843;0,000478392600861107;0,000359571129707113;0,000204304004358485;0,0002945604503502;0,000362329780488541;0,000338753387533875;0,000686725437587837;0,000137218131089055;0,000276052449965493;0;0,000155102884913659;0,0000177047554973266;0,0000343588298756898;0,000912892156463195;0,00027882505546194;0,000351000351000351;0,000164759913912945;0,0000823680823680824;0,0000226867974182425;0,000137478849407783;0,000222414981873179
"OTU529";"d__Bacteria.p__Patescibacteria.c__Parcubacteria.o__Candidatus_Kaiserbacteria.f__Candidatus_Kaiserbacteria.g__Candidatus_Kaiserbacteria.s__uncultured_Parcubacteria";0;0;0;0;0;0;0;0,000030814741772464;0,000022142999490711;0,0000380257053768347;0;0,0000980648535564854;0;0,0000327289389278;0,0000905824451221353;0,0000376392652815417;0,0000319407180273413;0,0000228696885148424;0,0000197180321403924;0,0000876239879429393;0,0000517009616378865;0,0000708190219893063;0,0000481023618259657;0,0000815082282556424;0,0000606141424917262;0,000164531414531415;0,000102974946195591;0,000123552123552124;0,0000113433987091212;0,00010575296108291;0,0000444829963746358
