"OTUs";"taxa";"Log_ratio.max";"glmnet_sign.ext.3.T2C";"glmnet_sign.ext.3.T2HW";"glmnet_sign.ext.5.T2C";"glmnet_sign.ext.5.T2HW";"glmnet_sign.ext.10.T2C";"glmnet_sign.ext.10.T2HW";"Aldex.kw.noadjust.0.05";"simper.rel";"CYM_T2C_1";"CYM_T2C_2";"CYM_T2C_3";"CYM_T2HW_1";"CYM_T2HW_2";"CYM_T2HW_3"
"OTU732";"d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__uncultured;g__uncultured;s__uncultured_bacterium";0;0;0;0;0;0;0;0;0;0,0000548438048438048;0,0000514874730977953;0,0000308880308880309;0,0000113433987091212;0;0,0000667244945619537
"OTU733";"d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__Bythopirellula;s__uncultured_bacterium";0;0;0;0;0;0;0;0;0;0,000241312741312741;0,000185354903152063;0,0000926640926640927;0,00018149437934594;0,000169204737732657;0,000189052734592202
"OTU734";"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Magnetospiraceae;g__Magnetospiraceae;s__uncultured_bacterium";0;0;0;0;0;0;0;0;0;0;0;0,0000205920205920206;0;0;0
"OTU735";"d__Bacteria;p__Desulfobacterota;c__Desulfomonilia;o__Desulfomonilales;f__Desulfomonilaceae;g__Desulfomonile;s__uncultured_bacterium";0;0;0;0;0;0;0;0;0;0,0000658125658125658;0,0000411899784782362;0,0000205920205920206;0,0000453735948364849;0,0000740270727580372;0,0000667244945619537
"OTU736";"d__Bacteria;p__Dadabacteria;c__Dadabacteriia;o__Dadabacteriales;f__Dadabacteriales;g__Dadabacteriales;s__uncultured_organism";0;0;0;0;0;0;0;0;0;0,000010968760968761;0,0000102974946195591;0,0000102960102960103;0;0,0000211505922165821;0,000011120749093659
"OTU737";"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiotrichales;f__Thiotrichaceae;g__uncultured;s__uncultured_beta";0;0;0;0;0;0;0;0;0;0,0000548438048438048;0,0000308924838586772;0,0000205920205920206;0;0,0000951776649746193;0,000122328240030248
"OTU738";"d__Bacteria;p__Myxococcota;c__Polyangia;o__UASB-TL25;f__UASB-TL25;g__UASB-TL25;s__uncultured_Kofleriaceae";0;0;0;0;0;0;0;0;0;0,000175500175500175;0,000205949892391181;0,000216216216216216;0,000158807581927697;0,000211505922165821;0,000133448989123907
"OTU739";"d__Bacteria;p__Dependentiae;c__Babeliae;o__Babeliales;f__Vermiphilaceae;g__Vermiphilaceae;s__uncultured_bacterium";0;0;0;0;0;0;0;0;0;0;0,0000617849677173544;0,0000102960102960103;0,0000113433987091212;0,0000423011844331641;0,0000222414981873179
"OTU740";"d__Bacteria;p__Bacteroidota;c__SJA-28;o__SJA-28;f__SJA-28;g__SJA-28;s__uncultured_bacterium";0;0;0;0;0;0;0;0;0;0;0;0,0000102960102960103;0;0,0000423011844331641;0,0000556037454682947
"OTU741";"d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__Oligosphaerales;f__Lenti-02;g__Lenti-02;__";1;0;0;0;0;0;0;0;0;0,0000438750438750439;0,0000308924838586772;0,0000205920205920206;0,000192837778055061;0,0000740270727580372;0,0000556037454682947
"OTU742";"d__Bacteria;p__Planctomycetota;c__Pla4_lineage;o__Pla4_lineage;f__Pla4_lineage;g__Pla4_lineage;s__uncultured_bacterium";0;0;0;0;0;0;0;0;0;0,0000548438048438048;0,000154462419293386;0,0000823680823680824;0,0000794037909638486;0,000222081218274112;0,000189052734592202
"OTU743";"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Milano-WF1B-44;f__Milano-WF1B-44;g__Milano-WF1B-44;__";1;0;0;0;0;0;0;0;0;0,000219375219375219;0,000164759913912945;0,000205920205920206;0,0000794037909638486;0,0000634517766497462;0,000133448989123907
"OTU744";"d__Bacteria;p__Cyanobacteria;c__Vampirivibrionia;o__Caenarcaniphilales;f__Caenarcaniphilales;g__Caenarcaniphilales;__";0;0;0;0;0;0;0;0;0;0;0;0,0000205920205920206;0;0,000010575296108291;0,0000222414981873179
"OTU745";"d__Bacteria;p__Firmicutes;c__Clostridia;o__Christensenellales;f__Christensenellaceae;g__uncultured;s__bacterium_enrichment";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"OTU746";"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Arenicellales;f__Arenicellaceae;g__Arenicellaceae;s__uncultured_gamma";0;0;0;0;0;0;0;0;0;0,0000219375219375219;0,0000823799569564725;0,000133848133848134;0,0000567169935456061;0,000126903553299492;0,000189052734592202
"OTU747";"d__Bacteria;p__PAUC34f;c__PAUC34f;o__PAUC34f;f__PAUC34f;g__PAUC34f;s__uncultured_microorganism";0;0;0;0;0;0;0;0;0;0,000010968760968761;0,0000102974946195591;0;0;0,000010575296108291;0
"OTU748";"d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Fusibacteraceae;g__Fusibacter;s__bioreactor_metagenome";0;0;0;0;0;0;0;0;0;0,0000438750438750439;0,0000102974946195591;0;0;0,0000528764805414552;0,000011120749093659
"OTU749";"d__Bacteria;p__Firmicutes;c__Clostridia;o__Christensenellales;f__Christensenellaceae;g__uncultured;__";0;0;0;0;0;0;0;0;0;0,000241312741312741;0,0000308924838586772;0;0;0,0000317258883248731;0
"OTU750";"d__Bacteria;p__Desulfobacterota;c__Syntrophobacteria;o__Syntrophobacterales;f__uncultured;g__uncultured;s__uncultured_delta";0;0;0;0;0;0;0;0;0;0,0000438750438750439;0,0000720824623369134;0,0000720720720720721;0,0000567169935456061;0,0000423011844331641;0,0000778452436556126
"OTU751";"d__Bacteria;p__Verrucomicrobiota;c__Chlamydiae;o__LD1-PA32;f__LD1-PA32;g__LD1-PA32;s__metagenome";0;0;0;0;0;0;0;0;0;0;0;0;0,0000340301961273637;0;0
"OTU752";"d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptococcales;f__Peptococcaceae;g__uncultured;__";0;0;0;0;0;0;0;0;0;0;0,0000308924838586772;0,0000102960102960103;0;0;0,000011120749093659
"OTU753";"d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__SBR1031;f__SBR1031;g__SBR1031;s__uncultured_microorganism";0;0;0;0;0;0;0;0;0;0,000010968760968761;0;0;0;0;0
"OTU754";"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinilabiliaceae;g__Carboxylicivirga;s__Cytophaga_sp.";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"OTU755";"d__Bacteria;p__Fibrobacterota;c__Chitinivibrionia;o__uncultured;f__uncultured;g__uncultured;s__uncultured_bacterium";0;0;0;0;0;0;0;0;0;0,0000219375219375219;0,0000205949892391181;0,0000308880308880309;0,0000680603922547274;0,0000211505922165821;0,0000889659927492716
"OTU756";"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Thalassobaculales;f__Nisaeaceae;g__Nisaea;__";0;0;0;0;0;0;0;0;0;0,0000219375219375219;0,0000308924838586772;0,0000102960102960103;0;0,000010575296108291;0,000011120749093659
"OTU757";"d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__Phycisphaeraceae;g__SM1A02;s__uncultured_organism";0;0;0;0;0;0;0;0;0;0,0000877500877500877;0,000144164924673827;0,0000514800514800515;0,0000680603922547274;0,0000846023688663283;0,000100086741842931
"OTU758";"d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__BIrii41;g__BIrii41;s__uncultured_bacterium";0;0;0;0;0;0;0;0;0;0,0000438750438750439;0,0000102974946195591;0;0,0000113433987091212;0,000010575296108291;0,0000556037454682947
"OTU759";"d__Bacteria;p__Patescibacteria;c__Gracilibacteria;__;__;__;__";0;0;0;0;0;0;0;0;0;0,0000877500877500877;0,000154462419293386;0,0000617760617760618;0,000158807581927697;0,0000951776649746193;0,0000889659927492716
"OTU760";"d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__Kiritimatiellales;f__Kiritimatiellaceae;g__R76-B128;s__uncultured_bacterium";0;0;0;0;0;0;0;0;0;0,0000438750438750439;0,0000411899784782362;0,0000308880308880309;0;0,0000211505922165821;0,0000333622472809768
"OTU761";"d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__Microtrichaceae;g__Sva0996_marine_group;__";0;0;0;0;0;0;0;0;0;0,000427781677781678;0,000504577236358394;0,000854568854568855;0,000918815295438819;0,000676818950930626;0,000722848691087832
"OTU762";"d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__AKAU3564_sediment_group;g__AKAU3564_sediment_group;__";1;0;0;0;0;0;0;0;0;0,0000219375219375219;0;0;0,0000226867974182425;0,0000317258883248731;0,0000222414981873179
"OTU763";"d__Bacteria;p__Myxococcota;c__Polyangia;o__PS-B29;f__PS-B29;g__PS-B29;s__uncultured_organism";0;0;0;0;0;0;0;0;0;0,0000877500877500877;0,0000411899784782362;0,0000205920205920206;0,0000226867974182425;0,000137478849407783;0,0000778452436556126
"OTU764";"d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__Candidatus_Pacebacteria;f__Candidatus_Pacebacteria;g__Candidatus_Pacebacteria;__";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"OTU765";"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Stappiaceae;g__Labrenzia;__";0;0;0;0;0;0;0;0;0;0,000252281502281502;0,0000411899784782362;0,0000308880308880309;0,0000340301961273637;0,0000423011844331641;0,0000556037454682947
"OTU766";"d__Bacteria;p__Hydrogenedentes;c__Hydrogenedentia;o__Hydrogenedentiales;f__Hydrogenedensaceae;g__Hydrogenedensaceae;s__uncultured_organism";1;0;0;0;0;0;0;0;0;0,0000219375219375219;0;0,0000102960102960103;0,0000794037909638486;0,0000211505922165821;0,0000556037454682947
"OTU767";"d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Eurycoccales;f__Eurycoccales_Incertae_Sedis;g__Synechococcus_PCC-7336;s__Oscillatoriales_cyanobacterium";1;0;0;0;0;0;0;0;0;0,000010968760968761;0,0000102974946195591;0,0000102960102960103;0,000158807581927697;0,0000211505922165821;0,0000444829963746358
"OTU768";"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;__;__;__";1;0;0;0;0;0;0;0;0;0,0000329062829062829;0,000834097064184284;0,000277992277992278;0;0,00010575296108291;0
"OTU769";"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__uncultured;__";0;0;0;0;0;0;0;0;0;0,0000438750438750439;0,0000617849677173544;0,0000308880308880309;0,0000907471896729698;0,0000317258883248731;0,0000333622472809768
"OTU770";"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Litoricolaceae;g__Litoricola;s__Litoricola_marina";0;0;0;0;0;0;0;0;0;0;0,0000102974946195591;0,0000102960102960103;0;0,0000211505922165821;0
"OTU771";"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Gammaproteobacteria_Incertae_Sedis;f__Unknown_Family;g__Candidatus_Berkiella;__";0;0;0;0;0;0;0;0;0;0,0000219375219375219;0,0000411899784782362;0,0000308880308880309;0,0000226867974182425;0,0000634517766497462;0,0000222414981873179
"OTU772";"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Kiloniellales;f__Kiloniellaceae;g__uncultured;s__uncultured_Rhodospirillaceae";0;0;0;0;0;0;0;0;0;0;0,0000102974946195591;0,0000308880308880309;0,0000113433987091212;0,0000317258883248731;0,000011120749093659
"OTU773";"d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;__";0;0;0;0;0;0;0;0;1;0,00467269217269217;0,0000720824623369134;0,0000514800514800515;0,0000226867974182425;0,000116328257191201;0,0000444829963746358
"OTU774";"d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;g__M2PT2-76_termite_group;s__uncultured_bacterium";0;0;0;0;0;0;0;0;0;0;0,0000102974946195591;0;0;0;0
"OTU775";"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Marinifilum;s__uncultured_Bacteroides";0;0;0;0;0;0;0;0;0;0,000010968760968761;0;0;0;0;0
"OTU776";"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Terasakiellaceae;g__uncultured;__";0;0;0;0;0;0;0;0;0;0,0000219375219375219;0;0,0000205920205920206;0;0;0,0000444829963746358
"OTU777";"d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Methylacidiphilales;f__Methylacidiphilaceae;g__uncultured;__";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"OTU778";"d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfurivibrionaceae;g__MSBL7;s__uncultured_bacterium";0;0;0;0;0;0;0;0;0;0,0000438750438750439;0,0000308924838586772;0,0000205920205920206;0,0000226867974182425;0,000010575296108291;0,0000333622472809768
"OTU779";"d__Bacteria;p__WPS-2;c__WPS-2;o__WPS-2;f__WPS-2;g__WPS-2;s__metagenome";0;0;0;0;0;0;0;0;0;0,000010968760968761;0;0,0000102960102960103;0,0000113433987091212;0;0
"OTU780";"d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__GW2011;g__AR15;s__uncultured_archaeon";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"OTU781";"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiotrichales;f__Thiotrichaceae;g__uncultured;s__gamma_proteobacterium";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000011120749093659
"OTU782";"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Mitochondria;g__Mitochondria;s__uncultured_Alphaproteobacteria";0;0;0;0;0;0;0;0;0;0,0000329062829062829;0,0000926774515760316;0,0000308880308880309;0,0000113433987091212;0,0000211505922165821;0,0000333622472809768
"OTU783";"d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia;f__Hungateiclostridiaceae;g__UCG-012;s__uncultured_Firmicutes";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000011120749093659
"OTU784";"d__Bacteria;p__Modulibacteria;c__Moduliflexia;o__Moduliflexales;f__Moduliflexaceae;g__Moduliflexaceae;s__uncultured_organism";1;0;0;0;0;0;0;0;0;0;0,0000205949892391181;0,0000102960102960103;0,0000226867974182425;0,0000317258883248731;0,0000667244945619537
"OTU785";"d__Archaea;p__Asgardarchaeota;c__Odinarchaeia;o__Odinarchaeia;f__Odinarchaeia;g__Odinarchaeia;s__uncultured_crenarchaeote";1;1;0;0;0;0;0;0;0;0,0000548438048438048;0,0000411899784782362;0,0000514800514800515;0,000113433987091212;0,000126903553299492;0,000233535730966838
"OTU786";"d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;g__Spirochaeta;s__uncultured_organism";0;0;0;0;0;0;0;0;0;0,0000877500877500877;0,0000617849677173544;0,0000926640926640927;0,000192837778055061;0,000126903553299492;0,0000667244945619537
"OTU787";"d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;g__GWE2-31-10;s__uncultured_organism";1;0;0;0;0;0;0;0;0;0,000010968760968761;0;0;0,0000113433987091212;0,000010575296108291;0,0000333622472809768
"OTU788";"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Magnetospiraceae;g__Magnetovibrio;s__uncultured_Rhodospirillaceae";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"OTU789";"d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfocapsaceae;g__Desulfopila;s__uncultured_bacterium";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"OTU790";"d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfobacteraceae;g__Desulfobacter;s__uncultured_bacterium";1;0;0;0;0;0;0;0;0;0,000307125307125307;0,0000205949892391181;0,0000205920205920206;0;0,000010575296108291;0
"OTU791";"d__Bacteria;p__Dadabacteria;c__Dadabacteriia;o__Dadabacteriales;f__Dadabacteriales;g__Dadabacteriales;__";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0000222414981873179
"OTU792";"d__Bacteria;p__Bdellovibrionota;c__Oligoflexia;o__Oligoflexales;f__uncultured;g__uncultured;__";0;0;0;0;0;0;0;0;0;0,000318094068094068;0,00044279226864104;0,000453024453024453;0,000419705752237485;0,000222081218274112;0,00053379595649563
"OTU793";"d__Bacteria;p__Patescibacteria;c__Parcubacteria;o__Candidatus_Campbellbacteria;f__Candidatus_Campbellbacteria;g__Candidatus_Campbellbacteria;s__uncultured_bacterium";1;0;0;0;0;0;0;0;0;0,0000987188487188487;0,000102974946195591;0,0000205920205920206;0;0,0000211505922165821;0,0000222414981873179
"OTU794";"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Marivita;__";1;0;0;0;0;0;0;0;0;0,00010968760968761;0,0000411899784782362;0,0000514800514800515;0;0,000010575296108291;0,000011120749093659
"OTU795";"d__Bacteria;p__Fermentibacterota;c__Fermentibacteria;o__Fermentibacterales;f__Fermentibacteraceae;g__Fermentibacteraceae;__";0;0;0;0;0;0;0;0;0;0,0000219375219375219;0,00011327244081515;0,0000720720720720721;0,000136120784509455;0,000179780033840948;0,0000556037454682947
"OTU796";"d__Bacteria;p__Patescibacteria;c__Gracilibacteria;o__Absconditabacteriales_(SR1);f__Absconditabacteriales_(SR1);g__Absconditabacteriales_(SR1);s__uncultured_organism";1;0;0;0;0;0;0;0;0;0,0000767813267813268;0,0000926774515760316;0,0000823680823680824;0;0,0000211505922165821;0,000011120749093659
"OTU797";"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhodomicrobiaceae;g__Rhodomicrobium;s__bacterium_YC-ZSS-LKJ79";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"OTU798";"d__Bacteria;p__Cloacimonadota;c__Cloacimonadia;o__Cloacimonadales;f__MSBL8;g__MSBL8;__";1;0;0;0;0;0;0;0;0;0,000010968760968761;0;0;0,0000113433987091212;0,0000211505922165821;0,000011120749093659
"OTU799";"d__Bacteria;p__Planctomycetota;c__028H05-P-BN-P5;o__028H05-P-BN-P5;f__028H05-P-BN-P5;g__028H05-P-BN-P5;__";0;0;0;0;0;0;0;0;0;0;0,0000102974946195591;0;0;0;0
"OTU800";"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__EPR3968-O8a-Bc78;f__EPR3968-O8a-Bc78;g__EPR3968-O8a-Bc78;__";0;0;0;0;0;0;0;0;0;0,0000548438048438048;0,0000411899784782362;0,0000823680823680824;0,0000794037909638486;0,0000423011844331641;0,0000222414981873179
"OTU801";"d__Bacteria;p__Verrucomicrobiota;c__Omnitrophia;o__Omnitrophales;f__Omnitrophaceae;g__Candidatus_Omnitrophus;s__Omnitrophica_bacterium";0;0;0;0;0;0;0;0;0;0;0,0000205949892391181;0;0,0000113433987091212;0;0
"OTU802";"d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadales;g__Saccharimonadales;s__uncultured_organism";0;0;0;0;0;0;0;0;0;0,0000658125658125658;0,0000205949892391181;0,0000823680823680824;0,0000113433987091212;0,0000423011844331641;0,000011120749093659
"OTU803";"d__Archaea;p__Aenigmarchaeota;c__Aenigmarchaeia;o__Aenigmarchaeales;f__Aenigmarchaeales;g__Aenigmarchaeales;__";0;0;0;0;0;0;0;0;0;0,0000438750438750439;0,0000102974946195591;0,0000102960102960103;0,0000680603922547274;0,0000211505922165821;0,0000222414981873179
"OTU804";"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Kiloniellales;f__Kiloniellaceae;g__uncultured;s__uncultured_beta";0;0;0;0;0;0;0;0;0;0,000010968760968761;0;0,0000102960102960103;0,0000226867974182425;0;0
"OTU805";"d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Gaiellales;f__uncultured;g__uncultured;__";0;0;0;0;0;0;0;0;0;0,0000438750438750439;0,0000823799569564725;0,0000617760617760618;0,000113433987091212;0,0000740270727580372;0,000111207490936589
"OTU806";"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiohalorhabdales;f__Thiohalorhabdaceae;g__uncultured;s__uncultured_bacterium";0;0;0;0;0;0;0;0;0;0;0;0,0000102960102960103;0;0;0
"OTU807";"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__uncultured;f__uncultured;g__uncultured;s__uncultured_bacterium";0;0;0;0;0;0;0;0;0;0,0000219375219375219;0,0000617849677173544;0,0000102960102960103;0,0000226867974182425;0,0000951776649746193;0,0000889659927492716
"OTU808";"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiotrichales;f__Thiotrichaceae;g__Candidatus_Navis;s__bacterium_ectosymbiont";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"OTU809";"d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Planctomycetales;f__Rubinisphaeraceae;g__Planctomicrobium;__";0;0;0;0;0;0;0;0;0;0,000010968760968761;0,0000102974946195591;0;0;0,0000211505922165821;0,000011120749093659
"OTU810";"d__Bacteria;p__Elusimicrobiota;__;__;__;__;__";0;0;0;0;0;0;0;0;0;0,000010968760968761;0;0;0;0,0000317258883248731;0,0000444829963746358
"OTU811";"d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfosarcinaceae;g__Desulfosarcina;s__uncultured_bacterium";0;0;0;0;0;0;0;0;0;0,0000219375219375219;0,0000102974946195591;0,0000102960102960103;0,0000113433987091212;0,0000211505922165821;0
"OTU812";"d__Bacteria;p__Desulfobacterota;c__Desulfobaccia;o__Desulfobaccales;f__Desulfobaccaceae;g__Desulfobacca;s__uncultured_delta";1;0;0;0;0;0;0;0;0;0,000010968760968761;0;0,0000205920205920206;0,0000340301961273637;0,0000634517766497462;0,0000333622472809768
"OTU813";"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Micavibrionales;f__uncultured;g__uncultured;s__uncultured_Rhizobiales";1;0;0;0;0;0;0;0;0;0,0000438750438750439;0,0000308924838586772;0,0000720720720720721;0;0;0,000011120749093659
"OTU814";"d__Archaea;p__Aenigmarchaeota;c__Aenigmarchaeia;o__Aenigmarchaeales;f__Aenigmarchaeales;g__Aenigmarchaeales;s__uncultured_archaeon";1;0;0;0;0;0;0;0;0;0,0000658125658125658;0,0000823799569564725;0,000144144144144144;0,000192837778055061;0,000359560067681895;0,000300260225528792
"OTU815";"d__Bacteria;p__Marinimicrobia_(SAR406_clade);c__Marinimicrobia_(SAR406_clade);o__Marinimicrobia_(SAR406_clade);f__Marinimicrobia_(SAR406_clade);g__Marinimicrobia_(SAR406_clade);s__uncultured_gamma";0;0;0;0;0;0;0;0;0;0,0000219375219375219;0,0000102974946195591;0,0000102960102960103;0;0;0,0000444829963746358
"OTU816";"d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__Microtrichaceae;g__uncultured;s__uncultured_Acidimicrobiales";0;0;0;0;0;0;0;0;0;0,0008994383994384;0,000751717107227811;0,0011016731016731;0,00100956248511179;0,000909475465313029;0,000967505171148329
"OTU817";"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__uncultured;g__uncultured;s__uncultured_Bacteroidetes/Chlorobi";1;0;0;0;0;0;0;0;0;0,000175500175500175;0,000123569935434709;0,000102960102960103;0,0000453735948364849;0,000010575296108291;0,0000333622472809768
"OTU818";"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__EV818SWSAP88;f__EV818SWSAP88;g__EV818SWSAP88;s__uncultured_gamma";1;0;0;0;0;0;0;0;0;0;0;0;0;0,000010575296108291;0,000011120749093659
"OTU819";"d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__uncultured;f__uncultured;g__uncultured;s__uncultured_eukaryote";1;0;0;0;0;0;0;0;0;0,000219375219375219;0,000360412311684567;0,000401544401544402;0,000896128498020577;0,00106810490693739;0,000733969440181491
"OTU820";"d__Bacteria;p__Latescibacterota;c__Latescibacteria;o__Latescibacterales;f__Latescibacteraceae;g__Latescibacteraceae;s__uncultured_Latescibacteria";0;0;0;0;0;0;0;0;0;0,0000219375219375219;0,0000102974946195591;0,0000102960102960103;0,0000453735948364849;0;0,0000444829963746358
"OTU821";"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Kangiellaceae;g__Pleionea;s__Kangiella_sp.";0;0;0;0;0;0;0;0;0;0,000010968760968761;0,0000308924838586772;0,0000720720720720721;0;0,0000846023688663283;0,0000333622472809768
"OTU822";"d__Archaea;p__Halobacterota;c__Methanosarcinia;o__Methanosarciniales;f__Methanosaetaceae;g__Methanosaeta;__";1;0;0;0;0;0;0;0;0;0,000010968760968761;0,0000205949892391181;0,0000102960102960103;0;0;0,000011120749093659
"OTU823";"d__Bacteria;p__WS2;c__WS2;o__WS2;f__WS2;g__WS2;s__uncultured_Firmicutes";0;0;0;0;0;0;0;0;0;0,000142593892593893;0,0000926774515760316;0,0000514800514800515;0,000136120784509455;0,00010575296108291;0,0000889659927492716
"OTU824";"d__Bacteria;p__Bdellovibrionota;c__Oligoflexia;o__0319-6G20;f__0319-6G20;g__0319-6G20;s__uncultured_organism";0;0;0;0;0;0;0;0;0;0,000175500175500175;0,000102974946195591;0,0000926640926640927;0,0000907471896729698;0,000243231810490694;0,0000778452436556126
"OTU825";"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Arenicellales;f__Arenicellaceae;g__HTCC5015;s__uncultured_bacterium";0;0;0;0;0;0;0;0;0;0;0,0000205949892391181;0;0;0,000010575296108291;0
"OTU826";"d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Ardenticatenales;f__uncultured;g__uncultured;s__uncultured_Litorilinea";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"OTU827";"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__uncultured;s__uncultured_Hyphomicrobium";1;0;0;0;0;0;0;0;0;0;0;0;0,0000226867974182425;0;0,0000222414981873179
"OTU828";"d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Rubritaleaceae;g__Roseibacillus;s__uncultured_organism";0;0;0;0;0;0;0;0;0;0,000142593892593893;0,0000926774515760316;0,000164736164736165;0,0000680603922547274;0,000158629441624365;0,000177931985498543
"OTU829";"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__KI89A_clade;f__KI89A_clade;g__KI89A_clade;s__uncultured_gamma";0;0;0;0;0;0;0;0;0;0,00010968760968761;0,00011327244081515;0,0000720720720720721;0,0000907471896729698;0,0000317258883248731;0,0000222414981873179
"OTU830";"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__NS9_marine_group;g__NS9_marine_group;__";1;0;0;0;0;0;0;0;0;0,000142593892593893;0,000164759913912945;0,000195624195624196;0,0000907471896729698;0,0000951776649746193;0,0000667244945619537
